id,order_no,customer_name,total_amount,status,order_date
753,"20241205004","廖洁",106,"completed","2001-12-04"
754,"20241206002","廖洁",160,"completed","2001-12-05"
755,"20241207001","廖洁",513.5,"completed","2001-12-06"
756,"20241209001","廖洁",833.5,"completed","2001-12-08"
757,"20241214004","廖洁",453,"completed","2001-12-13"
758,"20241215002","廖洁",553,"completed","2001-12-14"
759,"20241217001","廖洁",514.5,"completed","2001-12-16"
760,"20241219002","廖洁",380,"completed","2001-12-18"
761,"20241220002","廖洁",246,"completed","2001-12-19"
762,"20241222001","廖洁",166,"completed","2001-12-21"
763,"20241224001","廖洁",392.5,"completed","2001-12-23"
764,"20241225002","廖洁",308,"completed","2001-12-24"
765,"20241228001","廖洁",204,"completed","2001-12-27"
766,"20241230002","廖洁",251,"completed","2001-12-29"
767,"20240309003","彭",76,"completed","2001-03-08"
768,"20240328009","彭",404.5,"completed","2001-03-27"
769,"20240406008","彭",338.8,"completed","2001-04-05"
770,"20240410002","彭爹",207,"completed","2001-04-09"
771,"20240417002","彭爹",105,"completed","2001-04-16"
772,"20240502008","彭爹",658.5,"completed","2001-05-01"
773,"20240505007","彭爹",419,"completed","2001-05-04"
774,"20240313003","易老板",458,"completed","2001-03-12"
775,"20240403011","易老板",380,"completed","2001-04-02"
776,"20240414007","易老板",404,"completed","2001-04-13"
777,"20240510004","易老板",1141,"completed","2001-05-09"
778,"20240702001","易老板",819.6,"completed","2001-07-01"
779,"20240727011","易老板",200,"completed","2001-07-26"
780,"20240929003","易老板",1285,"completed","2001-09-28"
781,"20241026003","易老板",430,"completed","2001-10-25"
782,"20241212003","易老板",1067,"completed","2001-12-11"
783,"20240330002","曹老板",326,"completed","2001-03-29"
784,"20240403005","曹老板",306.5,"completed","2001-04-02"
785,"20240420002","曹老板",474.2,"completed","2001-04-19"
786,"20240309008","月星徐老板",348.5,"completed","2001-03-08"
787,"20240313006","月星徐老板",235.6,"completed","2001-03-12"
788,"20240320001","月星徐老板",320.5,"completed","2001-03-19"
789,"20240403008","月星徐老板",45,"completed","2001-04-02"
790,"20240501003","月星徐老板",621,"completed","2001-04-30"
791,"20240504003","月星徐老板",407.5,"completed","2001-05-03"
792,"20240506004","月星徐老板",354.5,"completed","2001-05-05"
793,"20240525001","月星徐老板",600.25,"completed","2001-05-24"
794,"20240609008","月星徐老板",1304.2,"completed","2001-06-08"
795,"20240828006","月星徐老板",525,"completed","2001-08-27"
796,"20241013007","月星徐老板",615.4,"completed","2001-10-12"
797,"20240425004","有约渔具店",1947.5,"completed","2001-04-24"
798,"20240522003","有约渔具店",2288,"completed","2001-05-21"
799,"20240523006","有约渔具店",302,"completed","2001-05-22"
800,"20240526005","有约渔具店",1420,"completed","2001-05-25"
801,"20240603007","有约渔具店",2776.5,"completed","2001-06-02"
802,"20240609001","有约渔具店",1145,"completed","2001-06-08"
803,"20240613002","有约渔具店",2081,"completed","2001-06-12"
804,"20240616003","有约渔具店",980,"completed","2001-06-15"
805,"20240619005","有约渔具店",1682,"completed","2001-06-18"
806,"20240620003","有约渔具店",1129,"completed","2001-06-19"
807,"20240622004","有约渔具店",967,"completed","2001-06-21"
808,"20240702002","有约渔具店",1675,"completed","2001-07-01"
809,"20240709005","有约渔具店",424,"completed","2001-07-08"
810,"20240716003","有约渔具店",2779,"completed","2001-07-15"
811,"20240718003","有约渔具店",520,"completed","2001-07-17"
812,"20240724002","有约渔具店",1527.5,"completed","2001-07-23"
813,"20240725003","有约渔具店",549,"completed","2001-07-24"
814,"20240726006","有约渔具店",837,"completed","2001-07-25"
815,"20240727009","有约渔具店",380,"completed","2001-07-26"
816,"20240729005","有约渔具店",259,"completed","2001-07-28"
817,"20240731003","有约渔具店",1873,"completed","2001-07-30"
818,"20240802009","有约渔具店",1268,"completed","2001-08-01"
819,"20240806009","有约渔具店",823.5,"completed","2001-08-05"
820,"20240808006","有约渔具店",1701,"completed","2001-08-07"
821,"20240811007","有约渔具店",1010,"completed","2001-08-10"
822,"20240814005","有约渔具店",390,"completed","2001-08-13"
823,"20240815001","有约渔具店",2335,"completed","2001-08-14"
824,"20240823002","有约渔具店",280,"completed","2001-08-22"
825,"20240826006","有约渔具店",83,"completed","2001-08-25"
826,"20240827005","有约渔具店",1535,"completed","2001-08-26"
827,"20240828003","有约渔具店",220,"completed","2001-08-27"
828,"20240829003","有约渔具店",235,"completed","2001-08-28"
829,"20240830003","有约渔具店",1265,"completed","2001-08-29"
830,"20240901004","有约渔具店",1552,"completed","2001-08-31"
831,"20240902006","有约渔具店",1737.5,"completed","2001-09-01"
832,"20240904004","有约渔具店",131,"completed","2001-09-03"
833,"20240906006","有约渔具店",477,"completed","2001-09-05"
834,"20240907004","有约渔具店",1381,"completed","2001-09-06"
835,"20240909008","有约渔具店",80,"completed","2001-09-08"
836,"20240911001","有约渔具店",2069,"completed","2001-09-10"
837,"20240913003","有约渔具店",486,"completed","2001-09-12"
838,"20240914007","有约渔具店",106,"completed","2001-09-13"
839,"20240915002","有约渔具店",1057,"completed","2001-09-14"
840,"20240915011","有约渔具店",1385,"completed","2001-09-14"
841,"20240916008","有约渔具店",300,"completed","2001-09-15"
842,"20240917001","有约渔具店",450,"completed","2001-09-16"
843,"20240918001","有约渔具店",1825.5,"completed","2001-09-17"
844,"20240920008","有约渔具店",580,"completed","2001-09-19"
845,"20240921001","有约渔具店",1096,"completed","2001-09-20"
846,"20240922008","有约渔具店",1329.5,"completed","2001-09-21"
847,"20240923003","有约渔具店",628,"completed","2001-09-22"
848,"20240923005","有约渔具店",1301,"completed","2001-09-22"
849,"20240925002","有约渔具店",454,"completed","2001-09-24"
850,"20240929013","有约渔具店",1997.8,"completed","2001-09-28"
851,"20241002003","有约渔具店",338,"completed","2001-10-01"
852,"20241002011","有约渔具店",1400,"completed","2001-10-01"
853,"20241005004","有约渔具店",766,"completed","2001-10-04"
854,"20241006002","有约渔具店",725,"completed","2001-10-05"
855,"20241006005","有约渔具店",711,"completed","2001-10-05"
856,"20241009005","有约渔具店",390,"completed","2001-10-08"
857,"20241010004","有约渔具店",2110.4,"completed","2001-10-09"
858,"20241013001","有约渔具店",1384,"completed","2001-10-12"
859,"20241013009","有约渔具店",688,"completed","2001-10-12"
860,"20241018011","有约渔具店",950,"completed","2001-10-17"
861,"20241020006","有约渔具店",210,"completed","2001-10-19"
862,"20241023004","有约渔具店",1036,"completed","2001-10-22"
863,"20241025004","有约渔具店",380,"completed","2001-10-24"
864,"20241028006","有约渔具店",2142,"completed","2001-10-27"
865,"20241029001","有约渔具店",701.5,"completed","2001-10-28"
866,"20241030003","有约渔具店",308,"completed","2001-10-29"
867,"20241104001","有约渔具店",886,"completed","2001-11-03"
868,"20241105008","有约渔具店",54,"completed","2001-11-04"
869,"20241108002","有约渔具店",640,"completed","2001-11-07"
870,"20241111005","有约渔具店",1614.5,"completed","2001-11-10"
871,"20241114002","有约渔具店",960,"completed","2001-11-13"
872,"20241115002","有约渔具店",358,"completed","2001-11-14"
873,"20241119002","有约渔具店",150,"completed","2001-11-18"
874,"20241121006","有约渔具店",480.5,"completed","2001-11-20"
875,"20241126005","有约渔具店",893,"completed","2001-11-25"
876,"20241127001","有约渔具店",440,"completed","2001-11-26"
877,"20241201005","有约渔具店",521,"completed","2001-11-30"
878,"20241203003","有约渔具店",1463,"completed","2001-12-02"
879,"20241205002","有约渔具店",432,"completed","2001-12-04"
880,"20241208001","有约渔具店",236,"completed","2001-12-07"
881,"20241211003","有约渔具店",690,"completed","2001-12-10"
882,"20241214002","有约渔具店",200,"completed","2001-12-13"
883,"20241219001","有约渔具店",135,"completed","2001-12-18"
884,"20241224005","有约渔具店",682,"completed","2001-12-23"
885,"20241230001","有约渔具店",350,"completed","2001-12-29"
886,"20241231002","有约渔具店",587.5,"completed","2001-12-30"
887,"20240309001","望江渔具",809.5,"completed","2001-03-08"
888,"20240422006","望江渔具",582,"completed","2001-04-21"
889,"20240428007","望江渔具",627,"completed","2001-04-27"
890,"20240508002","望江渔具",465.5,"completed","2001-05-07"
891,"20240516001","望江渔具",516.5,"completed","2001-05-15"
892,"20240520006","望江渔具",155.4,"completed","2001-05-19"
893,"20240526007","望江渔具",270.9,"completed","2001-05-25"
894,"20240603008","望江渔具",831.1,"completed","2001-06-02"
895,"20240724001","望江渔具",782.1,"completed","2001-07-23"
896,"20240813005","望江渔具",438,"completed","2001-08-12"
897,"20240902001","望江渔具",588,"completed","2001-09-01"
898,"20240913001","望江渔具",236.5,"completed","2001-09-12"
899,"20240922002","望江渔具",612.5,"completed","2001-09-21"
900,"20240930004","望江渔具",1155,"completed","2001-09-29"
901,"20240930005","望江渔具",169,"completed","2001-09-29"
902,"20241102001","望江渔具",74.5,"completed","2001-11-01"
903,"20240406007","李立",2039,"completed","2001-04-05"
904,"20240517004","李立",298.5,"completed","2001-05-16"
905,"20240608006","李立",354,"completed","2001-06-07"
906,"20241016004","李记渔具",681,"completed","2001-10-15"
907,"20240311008","李超",707,"completed","2001-03-10"
908,"20240316005","李超",246,"completed","2001-03-15"
909,"20240329001","李超",263.2,"completed","2001-03-28"
910,"20240331007","李超",70,"completed","2001-03-30"
911,"20240403010","李超",490,"completed","2001-04-02"
912,"20240406004","李超",150,"completed","2001-04-05"
913,"20240407008","李超",480,"completed","2001-04-06"
914,"20240414008","李超",573,"completed","2001-04-13"
915,"20240420004","李超",509,"completed","2001-04-19"
916,"20240429004","李超",1027.6,"completed","2001-04-28"
917,"20240501008","李超",1410.5,"completed","2001-04-30"
918,"20240515004","李超",915,"completed","2001-05-14"
919,"20240523003","李超",497.5,"completed","2001-05-22"
920,"20240526004","李超",360,"completed","2001-05-25"
921,"20240601001","李超",226,"completed","2001-05-31"
922,"20240607003","李超",165,"completed","2001-06-06"
923,"20240608004","李超",1025,"completed","2001-06-07"
924,"20240609003","李超",515.5,"completed","2001-06-08"
925,"20240611004","李超",617,"completed","2001-06-10"
926,"20240617005","李超",626.5,"completed","2001-06-16"
927,"20240620004","李超",1066,"completed","2001-06-19"
928,"20240623001","李超",581,"completed","2001-06-22"
929,"20240710004","李超",962.5,"completed","2001-07-09"
930,"20240717003","李超",614.5,"completed","2001-07-16"
931,"20240730010","李超",680,"completed","2001-07-29"
932,"20240731002","李超",1103,"completed","2001-07-30"
933,"20240807004","李超",769,"completed","2001-08-06"
934,"20240809003","李超",155,"completed","2001-08-08"
935,"20240815005","李超",842.5,"completed","2001-08-14"
936,"20240825005","李超",567,"completed","2001-08-24"
937,"20240831008","李超",305.5,"completed","2001-08-30"
938,"20240908002","李超",1031,"completed","2001-09-07"
939,"20240916004","李超",923,"completed","2001-09-15"
940,"20240929009","李超",273,"completed","2001-09-28"
941,"20241002010","李超",882.5,"completed","2001-10-01"
942,"20241005010","李超",1172,"completed","2001-10-04"
943,"20241013002","李超",1940.5,"completed","2001-10-12"
944,"20241016002","李超",145,"completed","2001-10-15"
945,"20241031005","李超",179,"completed","2001-10-30"
946,"20241103003","李超",219,"completed","2001-11-02"
947,"20241104002","李超",135,"completed","2001-11-03"
948,"20241110001","李超",125,"completed","2001-11-09"
949,"20241115004","李超",226,"completed","2001-11-14"
950,"20241129002","李超",614.5,"completed","2001-11-28"
951,"20241223003","李超",438,"completed","2001-12-22"
952,"20240414014","杨柳",764,"completed","2001-04-13"
953,"20240511005","杨柳",1837,"completed","2001-05-10"
954,"20240629005","杨柳",556,"completed","2001-06-28"
955,"20240807003","杨柳",851.5,"completed","2001-08-06"
956,"20240814013","杨柳",518,"completed","2001-08-13"
957,"20240905002","杨柳",676,"completed","2001-09-04"
958,"20240922006","杨柳",1016,"completed","2001-09-21"
959,"20241218002","杨柳",437,"completed","2001-12-17"
960,"20240325005","杨老板",771,"completed","2001-03-24"
961,"20240407004","栗山洋百货帆超市",486.5,"completed","2001-04-06"
962,"20240415001","栗山洋百货帆超市",361,"completed","2001-04-14"
963,"20240427006","栗山洋百货帆超市",867,"completed","2001-04-26"
964,"20240517005","栗山洋百货帆超市",474.5,"completed","2001-05-16"
965,"20240524004","栗山洋百货帆超市",338.5,"completed","2001-05-23"
966,"20240604003","栗山洋百货帆超市",511.5,"completed","2001-06-03"
967,"20240609002","栗山洋百货帆超市",854.5,"completed","2001-06-08"
968,"20240614005","栗山洋百货帆超市",1165.5,"completed","2001-06-13"
969,"20240618001","栗山洋百货帆超市",491,"completed","2001-06-17"
970,"20240718001","栗山洋百货帆超市",1275.5,"completed","2001-07-17"
971,"20240813006","栗山洋百货帆超市",1664.5,"completed","2001-08-12"
972,"20240828008","栗山洋百货帆超市",802.5,"completed","2001-08-27"
973,"20240912004","栗山洋百货帆超市",196,"completed","2001-09-11"
974,"20240918004","栗山洋百货帆超市",155,"completed","2001-09-17"
975,"20240421005","水口徐老板",755,"completed","2001-04-20"
976,"20240727007","水口徐老板",821.25,"completed","2001-07-26"
977,"20240809009","水口徐老板",554,"completed","2001-08-08"
978,"20240911002","水口徐老板",645.5,"completed","2001-09-10"
979,"20241001006","水口徐老板",641.5,"completed","2001-09-30"
980,"20241108005","水口徐老板",618.5,"completed","2001-11-07"
981,"20241230006","水口徐老板",631.4,"completed","2001-12-29"
982,"20240320003","江老板",551,"completed","2001-03-19"
983,"20240319006","汪建平",1558.5,"completed","2001-03-18"
984,"20240404006","汪建平",300,"completed","2001-04-03"
985,"20240418001","汪建平",663,"completed","2001-04-17"
986,"20240530002","汪建平",631,"completed","2001-05-29"
987,"20240627004","汪建平",627.5,"completed","2001-06-26"
988,"20240703003","汪建平",195,"completed","2001-07-02"
989,"20240711001","汪建平",300,"completed","2001-07-10"
990,"20240811006","汪建平",672.5,"completed","2001-08-10"
991,"20240914004","汪建平",368,"completed","2001-09-13"
992,"20240929004","汪建平",1747.2,"completed","2001-09-28"
993,"20241106003","汪建平",569,"completed","2001-11-05"
994,"20241223002","汪建平",370,"completed","2001-12-22"
995,"20240922009","洋溢快乐",225,"completed","2001-09-21"
996,"20241031002","洋溢快乐",323,"completed","2001-10-30"
997,"20240308001","涛涛渔具",310,"completed","2001-03-07"
998,"20240311003","涛涛渔具",60,"completed","2001-03-10"
999,"20240314006","涛涛渔具",163.6,"completed","2001-03-13"
1000,"20240327005","涛涛渔具",150.5,"completed","2001-03-26"
1001,"20240410004","涛涛渔具",198,"completed","2001-04-09"
1002,"20240414012","涛涛渔具",215,"completed","2001-04-13"
1003,"20240430005","涛涛渔具",377.79999999999995,"completed","2001-04-29"
1004,"20240630008","涛涛渔具",215,"completed","2001-06-29"
1005,"20240723001","涛涛渔具",304.4,"completed","2001-07-22"
1006,"20240730011","涛涛渔具",481,"completed","2001-07-29"
1007,"20240814012","涛涛渔具",774,"completed","2001-08-13"
1008,"20240912008","涛涛渔具",384.4,"completed","2001-09-11"
1009,"20240914009","涛涛渔具",190,"completed","2001-09-13"
1010,"20240921003","涛涛渔具",540.5,"completed","2001-09-20"
1011,"20241018008","涛涛渔具",570,"completed","2001-10-17"
1012,"20241021003","涛涛渔具",400,"completed","2001-10-20"
1013,"20241029004","涛涛渔具",320,"completed","2001-10-28"
1014,"20241105009","涛涛渔具",204.5,"completed","2001-11-04"
1015,"20241107005","涛涛渔具",674,"completed","2001-11-06"
1016,"20241110006","涛涛渔具",250,"completed","2001-11-09"
1017,"20241112003","涛涛渔具",380,"completed","2001-11-11"
1018,"20241116002","涛涛渔具",290,"completed","2001-11-15"
1019,"20241201001","涛涛渔具",522.5,"completed","2001-11-30"
1020,"20241231001","涛涛渔具",572.5,"completed","2001-12-30"
1021,"20240108002","渔你有约渔具店",228,"completed","2001-01-07"
1022,"20240116001","渔你有约渔具店",468,"completed","2001-01-15"
1023,"20240316003","渔你有约渔具店",737,"completed","2001-03-15"
1024,"20240323004","渔你有约渔具店",247,"completed","2001-03-22"
1025,"20240406002","渔你有约渔具店",1294,"completed","2001-04-05"
1026,"20240411004","渔你有约渔具店",693,"completed","2001-04-10"
1027,"20240430004","渔你有约渔具店",576,"completed","2001-04-29"
1028,"20240502002","渔你有约渔具店",1288,"completed","2001-05-01"
1029,"20240509001","渔你有约渔具店",900,"completed","2001-05-08"
1030,"20240512002","渔你有约渔具店",1318,"completed","2001-05-11"
1031,"20240517003","渔你有约渔具店",1043,"completed","2001-05-16"
1032,"20240330001","渔具大世界",2409,"completed","2001-03-29"
1033,"20240319002","渔友渔具店",217.5,"completed","2001-03-18"
1034,"20240309007","湛立群",135,"completed","2001-03-08"
1035,"20240311001","湛立群",293,"completed","2001-03-10"
1036,"20240314005","湛立群",130,"completed","2001-03-13"
1037,"20240320002","湛立群",170,"completed","2001-03-19"
1038,"20240327004","湛立群",265,"completed","2001-03-26"
1039,"20240331001","湛立群",272,"completed","2001-03-30"
1040,"20240405003","湛立群",248.5,"completed","2001-04-04"
1041,"20240414009","湛立群",377,"completed","2001-04-13"
1042,"20240418002","湛立群",583,"completed","2001-04-17"
1043,"20240419002","湛立群",643,"completed","2001-04-18"
1044,"20240419003","湛立群",288,"completed","2001-04-18"
1045,"20240422007","湛立群",501.5,"completed","2001-04-21"
1046,"20240426003","湛立群",159,"completed","2001-04-25"
1047,"20240502005","湛立群",85.6,"completed","2001-05-01"
1048,"20240505006","湛立群",328,"completed","2001-05-04"
1049,"20240510002","湛立群",453,"completed","2001-05-09"
1050,"20240514004","湛立群",190,"completed","2001-05-13"
1051,"20240522001","湛立群",425,"completed","2001-05-21"
1052,"20240531003","湛立群",299,"completed","2001-05-30"
1053,"20240606003","湛立群",358.5,"completed","2001-06-05"
1054,"20240619002","湛立群",482,"completed","2001-06-18"
1055,"20240625003","湛立群",224,"completed","2001-06-24"
1056,"20240702004","湛立群",388,"completed","2001-07-01"
1057,"20240706002","湛立群",545,"completed","2001-07-05"
1058,"20240710003","湛立群",445,"completed","2001-07-09"
1059,"20240715001","湛立群",312,"completed","2001-07-14"
1060,"20240720003","湛立群",262,"completed","2001-07-19"
1061,"20240725002","湛立群",516,"completed","2001-07-24"
1062,"20240727003","湛立群",297,"completed","2001-07-26"
1063,"20240731006","湛立群",365.5,"completed","2001-07-30"
1064,"20240804001","湛立群",384,"completed","2001-08-03"
1065,"20240810001","湛立群",308,"completed","2001-08-09"
1066,"20240813004","湛立群",445,"completed","2001-08-12"
1067,"20240827004","湛立群",394,"completed","2001-08-26"
1068,"20240828005","湛立群",372,"completed","2001-08-27"
1069,"20240901003","湛立群",276,"completed","2001-08-31"
1070,"20240906001","湛立群",513,"completed","2001-09-05"
1071,"20240908004","湛立群",381,"completed","2001-09-07"
1072,"20240910002","湛立群",344,"completed","2001-09-09"
1073,"20240912006","湛立群",522,"completed","2001-09-11"
1074,"20240915016","湛立群",635,"completed","2001-09-14"
1075,"20240917009","湛立群",615,"completed","2001-09-16"
1076,"20240920010","湛立群",709,"completed","2001-09-19"
1077,"20240923007","湛立群",514,"completed","2001-09-22"
1078,"20240927008","湛立群",729,"completed","2001-09-26"
1079,"20240930016","湛立群",816,"completed","2001-09-29"
1080,"20241002008","湛立群",750,"completed","2001-10-01"
1081,"20241005011","湛立群",286,"completed","2001-10-04"
1082,"20241009002","湛立群",534,"completed","2001-10-08"
1083,"20241014005","湛立群",290,"completed","2001-10-13"
1084,"20241018010","湛立群",457,"completed","2001-10-17"
1085,"20241023003","湛立群",508.5,"completed","2001-10-22"
1086,"20241031006","湛立群",395,"completed","2001-10-30"
1087,"20241105005","湛立群",238,"completed","2001-11-04"
1088,"20241109002","湛立群",362,"completed","2001-11-08"
1089,"20241112002","湛立群",259.5,"completed","2001-11-11"
1090,"20241115001","湛立群",349,"completed","2001-11-14"
1091,"20241121001","湛立群",163.4,"completed","2001-11-20"
1092,"20241127003","湛立群",263,"completed","2001-11-26"
1093,"20241202001","湛立群",568,"completed","2001-12-01"
1094,"20241209002","湛立群",153,"completed","2001-12-08"
1095,"20241221001","湛立群",1026.5,"completed","2001-12-20"
1096,"20241228002","湛立群",278,"completed","2001-12-27"
1097,"20240307001","潘老板",1183,"completed","2001-03-06"
1098,"20240329002","潘老板",2368,"completed","2001-03-28"
1099,"20240428003","潘老板",1464.6,"completed","2001-04-27"
1100,"20240521003","潘老板",966,"completed","2001-05-20"
1101,"20240603003","潘老板",1230,"completed","2001-06-02"
1102,"20240726004","潘老板",353,"completed","2001-07-25"
1103,"20240808005","潘老板",462,"completed","2001-08-07"
1104,"20240811010","潘老板",180,"completed","2001-08-10"
1105,"20240831001","潘老板",222,"completed","2001-08-30"
1106,"20240907007","潘老板",1790.9,"completed","2001-09-06"
1107,"20240916003","潘老板",277.5,"completed","2001-09-15"
1108,"20240927003","潘老板",1531,"completed","2001-09-26"
1109,"20241024002","潘老板",542.5,"completed","2001-10-23"
1110,"20241101002","潘老板",244,"completed","2001-10-31"
1111,"20241116004","潘老板",600,"completed","2001-11-15"
1112,"20241224003","潘老板",173,"completed","2001-12-23"
1113,"20240401001","白",111.4,"completed","2001-03-31"
1114,"20241004002","白塘水产",626.25,"completed","2001-10-03"
1115,"20240307003","白雪",59,"completed","2001-03-06"
1116,"20240311005","白雪",312.5,"completed","2001-03-10"
1117,"20240314004","白雪",385.5,"completed","2001-03-13"
1118,"20240315005","白雪",196.8,"completed","2001-03-14"
1119,"20240318002","白雪",286.5,"completed","2001-03-17"
1120,"20240319005","白雪",251.8,"completed","2001-03-18"
1121,"20240320004","白雪",90.7,"completed","2001-03-19"
1122,"20240322004","白雪",149.2,"completed","2001-03-21"
1123,"20240323003","白雪",274.5,"completed","2001-03-22"
1124,"20240325003","白雪",33,"completed","2001-03-24"
1125,"20240326001","白雪",107.4,"completed","2001-03-25"
1126,"20240326002","白雪",180.6,"completed","2001-03-25"
1127,"20240328002","白雪",231,"completed","2001-03-27"
1128,"20240329003","白雪",83,"completed","2001-03-28"
1129,"20240331006","白雪",156,"completed","2001-03-30"
1130,"20240402005","白雪",123,"completed","2001-04-01"
1131,"20240404001","白雪",154,"completed","2001-04-03"
1132,"20240405004","白雪",303.6,"completed","2001-04-04"
1133,"20240407005","白雪",161.6,"completed","2001-04-06"
1134,"20240408006","白雪",81.5,"completed","2001-04-07"
1135,"20240410001","白雪",432.5,"completed","2001-04-09"
1136,"20240411001","白雪",115.5,"completed","2001-04-10"
1137,"20240412003","白雪",116,"completed","2001-04-11"
1138,"20240413001","白雪",197,"completed","2001-04-12"
1139,"20240415002","白雪",210,"completed","2001-04-14"
1140,"20240418008","白雪",227.4,"completed","2001-04-17"
1141,"20240420007","白雪",89.2,"completed","2001-04-19"
1142,"20240420008","白雪",82.5,"completed","2001-04-19"
1143,"20240422008","白雪",56.1,"completed","2001-04-21"
1144,"20240423005","白雪",58.4,"completed","2001-04-22"
1145,"20240424004","白雪",169.6,"completed","2001-04-23"
1146,"20240425003","白雪",197.6,"completed","2001-04-24"
1147,"20240428008","白雪",287.3,"completed","2001-04-27"
1148,"20240429003","白雪",171.4,"completed","2001-04-28"
1149,"20240501002","白雪",415.5,"completed","2001-04-30"
1150,"20240503001","白雪",62,"completed","2001-05-02"
1151,"20240503004","白雪",313.29999999999995,"completed","2001-05-02"
1152,"20240505005","白雪",122.8,"completed","2001-05-04"
1153,"20240506001","白雪",137.2,"completed","2001-05-05"
1154,"20240509004","白雪",91.9,"completed","2001-05-08"
1155,"20240510006","白雪",109.6,"completed","2001-05-09"
1156,"20240511004","白雪",311,"completed","2001-05-10"
1157,"20240513006","白雪",268.9,"completed","2001-05-12"
1158,"20240517006","白雪",226.8,"completed","2001-05-16"
1159,"20240519001","白雪",202.7,"completed","2001-05-18"
1160,"20240520004","白雪",204.5,"completed","2001-05-19"
1161,"20240521001","白雪",165.5,"completed","2001-05-20"
1162,"20240522005","白雪",263.4,"completed","2001-05-21"
1163,"20240523005","白雪",65.5,"completed","2001-05-22"
1164,"20240526006","白雪",164,"completed","2001-05-25"
1165,"20240529003","白雪",99.5,"completed","2001-05-28"
1166,"20240531005","白雪",208.4,"completed","2001-05-30"
1167,"20240602001","白雪",268.5,"completed","2001-06-01"
1168,"20240603004","白雪",243.20000000000002,"completed","2001-06-02"
1169,"20240606004","白雪",313.5,"completed","2001-06-05"
1170,"20240607002","白雪",90.45,"completed","2001-06-06"
1171,"20240608007","白雪",152,"completed","2001-06-07"
1172,"20240609006","白雪",252,"completed","2001-06-08"
1173,"20240612003","白雪",314.1,"completed","2001-06-11"
1174,"20240617003","白雪",168.39999999999998,"completed","2001-06-16"
1175,"20240619007","白雪",161,"completed","2001-06-18"
1176,"20240621003","白雪",137.9,"completed","2001-06-20"
1177,"20240623003","白雪",133.1,"completed","2001-06-22"
1178,"20240625001","白雪",283.3,"completed","2001-06-24"
1179,"20240625004","白雪",162.5,"completed","2001-06-24"
1180,"20240627002","白雪",155.99999999999997,"completed","2001-06-26"
1181,"20240629006","白雪",504.29999999999995,"completed","2001-06-28"
1182,"20240629008","白雪",64.5,"completed","2001-06-28"
1183,"20240630007","白雪",53.5,"completed","2001-06-29"
1184,"20240702003","白雪",118.5,"completed","2001-07-01"
1185,"20240703001","白雪",135.8,"completed","2001-07-02"
1186,"20240706003","白雪",512.4,"completed","2001-07-05"
1187,"20240709003","白雪",108.4,"completed","2001-07-08"
1188,"20240711002","白雪",145.5,"completed","2001-07-10"
1189,"20240712001","白雪",292.5,"completed","2001-07-11"
1190,"20240713001","白雪",68,"completed","2001-07-12"
1191,"20240713006","白雪",209.6,"completed","2001-07-12"
1192,"20240714003","白雪",325.5,"completed","2001-07-13"
1193,"20240716001","白雪",136.7,"completed","2001-07-15"
1194,"20240717002","白雪",130.7,"completed","2001-07-16"
1195,"20240718007","白雪",136,"completed","2001-07-17"
1196,"20240720002","白雪",445.3,"completed","2001-07-19"
1197,"20240723002","白雪",283.9,"completed","2001-07-22"
1198,"20240724003","白雪",96.39999999999999,"completed","2001-07-23"
1199,"20240725001","白雪",526.5,"completed","2001-07-24"
1200,"20240726005","白雪",42.75,"completed","2001-07-25"
1201,"20240727002","白雪",218.7,"completed","2001-07-26"
1202,"20240727005","白雪",59,"completed","2001-07-26"
1203,"20240728003","白雪",210.4,"completed","2001-07-27"
1204,"20240729002","白雪",127.5,"completed","2001-07-28"
1205,"20240730005","白雪",320.6,"completed","2001-07-29"
1206,"20240730008","白雪",56.2,"completed","2001-07-29"
1207,"20240731008","白雪",30,"completed","2001-07-30"
1208,"20240802004","白雪",119.5,"completed","2001-08-01"
1209,"20240802007","白雪",168.5,"completed","2001-08-01"
1210,"20240803001","白雪",129,"completed","2001-08-02"
1211,"20240804003","白雪",76.8,"completed","2001-08-03"
1212,"20240805001","白雪",265.3,"completed","2001-08-04"
1213,"20240807001","白雪",338.4,"completed","2001-08-06"
1214,"20240809002","白雪",159.29999999999998,"completed","2001-08-08"
1215,"20240810003","白雪",104.8,"completed","2001-08-09"
1216,"20240811002","白雪",523.7,"completed","2001-08-10"
1217,"20240812003","白雪",62,"completed","2001-08-11"
1218,"20240813002","白雪",93,"completed","2001-08-12"
1219,"20240814004","白雪",351.3,"completed","2001-08-13"
1220,"20240815003","白雪",175.4,"completed","2001-08-14"
1221,"20240824001","白雪",71,"completed","2001-08-23"
1222,"20240826005","白雪",443.54999999999995,"completed","2001-08-25"
1223,"20240827003","白雪",183.60000000000002,"completed","2001-08-26"
1224,"20240829002","白雪",402.8,"completed","2001-08-28"
1225,"20240829007","白雪",119.5,"completed","2001-08-28"
1226,"20240830005","白雪",117.5,"completed","2001-08-29"
1227,"20240830007","白雪",192,"completed","2001-08-29"
1228,"20240831004","白雪",325.6,"completed","2001-08-30"
1229,"20240902002","白雪",247,"completed","2001-09-01"
1230,"20240904002","白雪",156.5,"completed","2001-09-03"
1231,"20240906003","白雪",115.8,"completed","2001-09-05"
1232,"20240907003","白雪",412.7,"completed","2001-09-06"
1233,"20240908003","白雪",200,"completed","2001-09-07"
1234,"20240910001","白雪",358,"completed","2001-09-09"
